split,class_name,label,path,file_name,width,height,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,mode
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0102-0001.jpeg,IM-0102-0001.jpeg,1472,863,1.7056778679026652,93.48861324877828,55.219706732137475,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0217-0001.jpeg,NORMAL2-IM-0217-0001.jpeg,1408,1040,1.353846153846154,137.49494850852273,65.35227572774625,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0369-0001.jpeg,NORMAL2-IM-0369-0001.jpeg,1434,906,1.5827814569536425,110.70456910539069,59.86325895556929,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0307-0001.jpeg,NORMAL2-IM-0307-0001.jpeg,1816,1435,1.2655052264808362,129.51248100508067,63.50624065683269,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0012-0001.jpeg,NORMAL2-IM-0012-0001.jpeg,1784,1440,1.238888888888889,101.31070861360239,61.49313515481947,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0311-0001.jpeg,NORMAL2-IM-0311-0001.jpeg,1844,1504,1.226063829787234,116.08557440462454,60.70467426967871,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0105-0001.jpeg,IM-0105-0001.jpeg,2022,1299,1.556581986143187,131.4506475726211,63.91666277976801,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0071-0001.jpeg,IM-0071-0001.jpeg,2060,1558,1.3222079589216944,130.28019866146542,60.145661470603784,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0274-0001.jpeg,NORMAL2-IM-0274-0001.jpeg,1646,1214,1.3558484349258648,112.59854151945409,64.53946873635117,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0065-0001.jpeg,IM-0065-0001.jpeg,1562,1021,1.5298726738491675,106.41872094466899,63.55620131907891,0,248,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0201-0001.jpeg,NORMAL2-IM-0201-0001.jpeg,1800,1456,1.2362637362637363,147.51238514957265,63.14411808679012,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0031-0001.jpeg,IM-0031-0001.jpeg,1949,1632,1.1942401960784315,138.5542183522973,58.196919937126914,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0304-0001.jpeg,NORMAL2-IM-0304-0001.jpeg,1532,986,1.5537525354969575,122.86971385294912,65.3287029389288,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0335-0001.jpeg,NORMAL2-IM-0335-0001.jpeg,1300,821,1.5834348355663825,124.72194134732503,54.59504294798386,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\NORMAL2-IM-0045-0001.jpeg,NORMAL2-IM-0045-0001.jpeg,1733,1044,1.6599616858237547,105.16966072166841,67.71766431169678,0,255,L
test,NORMAL,0,data\raw\chest_xray\test\NORMAL\IM-0063-0001.jpeg,IM-0063-0001.jpeg,2034,1761,1.1550255536626917,113.51388602725835,59.25958322754397,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person101_bacteria_485.jpeg,person101_bacteria_485.jpeg,1032,752,1.372340425531915,113.45208642586178,43.6534822285292,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person113_bacteria_543.jpeg,person113_bacteria_543.jpeg,1388,1013,1.3701875616979269,127.42519010784869,63.600778618345586,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person111_bacteria_534.jpeg,person111_bacteria_534.jpeg,976,712,1.3707865168539326,118.173446421993,50.87845571416204,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person64_virus_122.jpeg,person64_virus_122.jpeg,1112,592,1.8783783783783783,131.2597963858643,68.61787224936582,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person30_virus_69.jpeg,person30_virus_69.jpeg,1576,1216,1.2960526315789473,127.96022158028319,56.15668762707118,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person92_bacteria_451.jpeg,person92_bacteria_451.jpeg,1040,568,1.8309859154929577,91.39241264897075,38.777254211620864,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person11_virus_38.jpeg,person11_virus_38.jpeg,1496,960,1.5583333333333333,106.01121950200535,49.74304418660501,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person26_virus_60.jpeg,person26_virus_60.jpeg,1152,720,1.6,131.8492332175926,61.832402197447834,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person173_bacteria_831.jpeg,person173_bacteria_831.jpeg,1368,1002,1.3652694610778444,102.60401492336963,54.91441856016287,0,227,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person138_bacteria_657.jpeg,person138_bacteria_657.jpeg,1296,888,1.4594594594594594,101.29725037537537,51.99313749698142,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person23_virus_56.jpeg,person23_virus_56.jpeg,1520,872,1.7431192660550459,133.4954256699662,71.35061606844323,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person152_bacteria_723.jpeg,person152_bacteria_723.jpeg,1136,752,1.5106382978723405,134.20421130506443,49.45805698106755,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person125_bacteria_594.jpeg,person125_bacteria_594.jpeg,1072,704,1.5227272727272727,106.536705234481,45.67551140017392,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1643_virus_2843.jpeg,person1643_virus_2843.jpeg,1432,1288,1.1118012422360248,148.83936920954926,58.063966061652565,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person36_virus_81.jpeg,person36_virus_81.jpeg,1264,824,1.5339805825242718,125.64040609254025,75.45263241632654,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person29_virus_64.jpeg,person29_virus_64.jpeg,1024,600,1.7066666666666668,110.730380859375,59.940901457170085,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person131_bacteria_629.jpeg,person131_bacteria_629.jpeg,1184,648,1.8271604938271604,125.49228134384384,47.16873884423965,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person104_bacteria_491.jpeg,person104_bacteria_491.jpeg,1144,784,1.4591836734693877,112.70802523369488,56.4574309025516,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person141_bacteria_670.jpeg,person141_bacteria_670.jpeg,944,536,1.7611940298507462,129.4186239090564,59.74557287376228,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1674_virus_2890.jpeg,person1674_virus_2890.jpeg,1960,1416,1.384180790960452,154.15720771359392,60.43301589506105,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person100_bacteria_475.jpeg,person100_bacteria_475.jpeg,1106,762,1.4514435695538057,110.57485891795172,55.757326151928865,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1632_virus_2827.jpeg,person1632_virus_2827.jpeg,1592,1000,1.592,154.93190326633166,62.77338325674489,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person8_virus_27.jpeg,person8_virus_27.jpeg,1008,696,1.4482758620689655,108.9111974890531,48.4068331835872,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person161_bacteria_757.jpeg,person161_bacteria_757.jpeg,856,696,1.2298850574712643,75.46107429637985,32.01331948737171,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person126_bacteria_598.jpeg,person126_bacteria_598.jpeg,912,648,1.4074074074074074,122.73481156595192,54.88715891101245,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person142_bacteria_684.jpeg,person142_bacteria_684.jpeg,1096,712,1.5393258426966292,112.29433512056097,56.675479977235824,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person141_bacteria_677.jpeg,person141_bacteria_677.jpeg,848,632,1.3417721518987342,93.05262008896585,37.06449065920294,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1_virus_11.jpeg,person1_virus_11.jpeg,872,560,1.5571428571428572,128.38718463302752,48.06121155478378,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person173_bacteria_830.jpeg,person173_bacteria_830.jpeg,1208,792,1.5252525252525253,116.69952839654826,55.11268375496371,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person93_bacteria_454.jpeg,person93_bacteria_454.jpeg,1056,592,1.7837837837837838,109.06603673986487,43.16197336548288,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person93_bacteria_453.jpeg,person93_bacteria_453.jpeg,952,656,1.451219512195122,150.14674177597868,45.7120994600991,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person117_bacteria_553.jpeg,person117_bacteria_553.jpeg,952,624,1.5256410256410255,115.77557537438052,51.60963447763449,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1667_virus_2881.jpeg,person1667_virus_2881.jpeg,952,664,1.4337349397590362,106.37119380884884,63.247110845136724,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person124_bacteria_589.jpeg,person124_bacteria_589.jpeg,976,608,1.605263157894737,112.34997842968076,52.122549882615225,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person38_virus_84.jpeg,person38_virus_84.jpeg,1488,976,1.5245901639344261,137.13541873237264,76.08417865837897,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person125_bacteria_595.jpeg,person125_bacteria_595.jpeg,1336,744,1.7956989247311828,117.42785497553281,57.41481466872388,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person83_bacteria_407.jpeg,person83_bacteria_407.jpeg,1148,897,1.2798216276477146,87.96680864204724,56.83577392019438,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person109_bacteria_522.jpeg,person109_bacteria_522.jpeg,1112,736,1.5108695652173914,95.13407833515797,62.41136615851452,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person136_bacteria_649.jpeg,person136_bacteria_649.jpeg,840,648,1.2962962962962963,143.22903439153438,49.237941767529634,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person158_bacteria_743.jpeg,person158_bacteria_743.jpeg,992,784,1.2653061224489797,125.18058241441739,47.9667286119252,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person147_bacteria_705.jpeg,person147_bacteria_705.jpeg,1008,704,1.4318181818181819,128.9929033639971,53.869477090570456,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person74_virus_135.jpeg,person74_virus_135.jpeg,840,560,1.5,106.05725340136054,56.373684654613704,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person130_bacteria_626.jpeg,person130_bacteria_626.jpeg,1000,704,1.4204545454545454,123.00986931818181,53.08356672272172,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person83_bacteria_412.jpeg,person83_bacteria_412.jpeg,864,560,1.542857142857143,145.96547619047618,46.81617007856184,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person53_virus_108.jpeg,person53_virus_108.jpeg,1152,728,1.5824175824175823,124.53407595009158,61.08109955067442,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person113_bacteria_540.jpeg,person113_bacteria_540.jpeg,1160,776,1.4948453608247423,131.04713051013152,54.99458840778434,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person120_bacteria_570.jpeg,person120_bacteria_570.jpeg,1112,736,1.5108695652173914,101.84238152955896,51.92830905282236,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person90_bacteria_443.jpeg,person90_bacteria_443.jpeg,904,664,1.3614457831325302,127.32591261061947,45.83391515313444,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person150_bacteria_717.jpeg,person150_bacteria_717.jpeg,1260,816,1.5441176470588236,110.42047833022097,63.39122283853245,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person139_bacteria_663.jpeg,person139_bacteria_663.jpeg,920,920,1.0,123.12379253308129,53.50187260721531,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person139_bacteria_661.jpeg,person139_bacteria_661.jpeg,1040,856,1.2149532710280373,109.67461134076204,53.5227068071803,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person8_virus_28.jpeg,person8_virus_28.jpeg,992,688,1.441860465116279,83.41309106573519,36.132785905645285,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person120_bacteria_571.jpeg,person120_bacteria_571.jpeg,1120,592,1.8918918918918919,117.69197031853282,55.87724364046835,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person109_bacteria_513.jpeg,person109_bacteria_513.jpeg,976,696,1.4022988505747127,121.02619329423403,52.088459785525764,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person110_bacteria_531.jpeg,person110_bacteria_531.jpeg,1160,688,1.686046511627907,119.99161738171613,48.0597526833787,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person127_bacteria_603.jpeg,person127_bacteria_603.jpeg,1032,648,1.5925925925925926,127.21782885922097,56.911148524940906,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person153_bacteria_725.jpeg,person153_bacteria_725.jpeg,1464,808,1.811881188118812,100.54153647946762,47.592838579494014,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person71_virus_132.jpeg,person71_virus_132.jpeg,1368,904,1.5132743362831858,127.73653968069141,75.00481925801674,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person124_bacteria_590.jpeg,person124_bacteria_590.jpeg,992,696,1.4252873563218391,106.09279552512051,50.38481545592386,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person10_virus_35.jpeg,person10_virus_35.jpeg,1488,1136,1.3098591549295775,142.54158976033622,46.531229984765304,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1619_virus_2806.jpeg,person1619_virus_2806.jpeg,1304,816,1.5980392156862746,150.97228644141705,66.7930864397791,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person78_bacteria_382.jpeg,person78_bacteria_382.jpeg,1016,544,1.8676470588235294,122.44089603114868,57.54191491486364,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person78_bacteria_381.jpeg,person78_bacteria_381.jpeg,824,536,1.537313432835821,108.60577497826402,42.12179697914911,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1_virus_13.jpeg,person1_virus_13.jpeg,1136,654,1.7370030581039755,91.77428043028814,55.87600415860733,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1610_virus_2793.jpeg,person1610_virus_2793.jpeg,1120,880,1.2727272727272727,111.62144886363636,65.72084641559793,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person146_bacteria_700.jpeg,person146_bacteria_700.jpeg,1168,776,1.5051546391752577,111.6688949742268,49.215147967550685,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person100_bacteria_481.jpeg,person100_bacteria_481.jpeg,952,624,1.5256410256410255,108.05386770092653,47.993165228285946,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person114_bacteria_546.jpeg,person114_bacteria_546.jpeg,1080,696,1.5517241379310345,122.07773520647083,49.16701641454622,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person138_bacteria_658.jpeg,person138_bacteria_658.jpeg,1200,944,1.271186440677966,124.83112199858758,52.30969198123045,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1682_virus_2899.jpeg,person1682_virus_2899.jpeg,1712,1392,1.2298850574712643,141.49891150365238,48.87161789465434,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person90_bacteria_442.jpeg,person90_bacteria_442.jpeg,1232,888,1.3873873873873874,122.81884725634725,59.89034340260554,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person91_bacteria_449.jpeg,person91_bacteria_449.jpeg,1006,740,1.3594594594594596,114.98541050991349,56.29500606148579,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person136_bacteria_652.jpeg,person136_bacteria_652.jpeg,920,608,1.513157894736842,123.59019772597254,57.32049390781542,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person94_bacteria_457.jpeg,person94_bacteria_457.jpeg,1016,688,1.4767441860465116,132.7771928218275,51.69320753005799,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person100_bacteria_479.jpeg,person100_bacteria_479.jpeg,904,552,1.6376811594202898,112.29224982365012,45.47163879435478,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person108_bacteria_506.jpeg,person108_bacteria_506.jpeg,1184,1032,1.1472868217054264,149.59904590273413,55.30718393035647,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person132_bacteria_632.jpeg,person132_bacteria_632.jpeg,1120,704,1.5909090909090908,140.22799563717533,46.885477930998654,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person80_bacteria_393.jpeg,person80_bacteria_393.jpeg,1310,844,1.552132701421801,122.90316920516624,64.2994244927655,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person44_virus_94.jpeg,person44_virus_94.jpeg,1392,1008,1.380952380952381,138.67644191297208,69.16580129462821,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person121_bacteria_579.jpeg,person121_bacteria_579.jpeg,1112,600,1.8533333333333333,114.24971972422063,49.788855927122455,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person16_virus_47.jpeg,person16_virus_47.jpeg,1582,1333,1.1867966991747938,131.71669134097684,55.15832444591744,0,243,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person85_bacteria_417.jpeg,person85_bacteria_417.jpeg,1048,568,1.8450704225352113,111.63846293409311,55.725351087305256,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1662_virus_2875.jpeg,person1662_virus_2875.jpeg,1160,672,1.7261904761904763,120.26030890804597,68.67040547725288,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person128_bacteria_605.jpeg,person128_bacteria_605.jpeg,1000,600,1.6666666666666667,118.949435,54.37681376145022,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1669_virus_2884.jpeg,person1669_virus_2884.jpeg,1288,736,1.75,129.09553803503917,61.79080629290712,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1685_virus_2903.jpeg,person1685_virus_2903.jpeg,792,560,1.4142857142857144,146.1000698953824,51.15189118024339,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person146_bacteria_704.jpeg,person146_bacteria_704.jpeg,1410,720,1.9583333333333333,95.44454984239559,52.978082233576885,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person65_virus_123.jpeg,person65_virus_123.jpeg,1320,768,1.71875,123.54680595012626,73.14248732681494,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person161_bacteria_759.jpeg,person161_bacteria_759.jpeg,856,480,1.7833333333333334,131.86387022975077,47.132330601635665,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person87_bacteria_433.jpeg,person87_bacteria_433.jpeg,1064,808,1.316831683168317,135.2751747096702,50.96547062578007,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person88_bacteria_437.jpeg,person88_bacteria_437.jpeg,1144,848,1.349056603773585,134.66268121618947,54.930816709253335,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person175_bacteria_834.jpeg,person175_bacteria_834.jpeg,1184,960,1.2333333333333334,109.55371885557433,58.592569702679754,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1650_virus_2854.jpeg,person1650_virus_2854.jpeg,1120,680,1.6470588235294117,102.02848608193277,55.467281087716245,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person124_bacteria_592.jpeg,person124_bacteria_592.jpeg,1094,709,1.543018335684062,112.16978234916444,54.48524496936101,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person134_bacteria_641.jpeg,person134_bacteria_641.jpeg,1280,872,1.4678899082568808,152.73384640194953,50.427283144273225,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person134_bacteria_644.jpeg,person134_bacteria_644.jpeg,1184,792,1.494949494949495,142.33535630801256,42.640098685415815,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person104_bacteria_492.jpeg,person104_bacteria_492.jpeg,992,592,1.6756756756756757,123.87726473953792,50.937939820575785,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person122_bacteria_582.jpeg,person122_bacteria_582.jpeg,984,520,1.8923076923076922,109.07376485303314,51.588359398954175,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person155_bacteria_729.jpeg,person155_bacteria_729.jpeg,1224,976,1.2540983606557377,146.48943935497695,45.89737359213836,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person101_bacteria_483.jpeg,person101_bacteria_483.jpeg,1064,720,1.4777777777777779,156.09279840225565,44.37546986156204,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person108_bacteria_507.jpeg,person108_bacteria_507.jpeg,1176,1032,1.1395348837209303,125.71475208300375,57.94825754948561,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person41_virus_88.jpeg,person41_virus_88.jpeg,1328,984,1.3495934959349594,146.23773217871485,61.53578244847016,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person82_bacteria_404.jpeg,person82_bacteria_404.jpeg,840,464,1.8103448275862069,102.72754515599343,47.82739011664208,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person81_bacteria_395.jpeg,person81_bacteria_395.jpeg,912,584,1.5616438356164384,129.35573066870944,53.41631179596924,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person96_bacteria_466.jpeg,person96_bacteria_466.jpeg,1064,856,1.2429906542056075,124.74368017005129,58.55853093331346,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1614_virus_2800.jpeg,person1614_virus_2800.jpeg,1216,936,1.2991452991452992,147.76312714378093,62.82274665993055,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person3_virus_16.jpeg,person3_virus_16.jpeg,1256,848,1.4811320754716981,149.9365038381805,44.12434102566233,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person92_bacteria_450.jpeg,person92_bacteria_450.jpeg,1072,560,1.9142857142857144,101.76081589818763,49.94247245739713,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person43_virus_92.jpeg,person43_virus_92.jpeg,1192,752,1.5851063829787233,120.88871621983435,57.91320080670496,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person121_bacteria_575.jpeg,person121_bacteria_575.jpeg,1072,632,1.6962025316455696,135.3946087403174,50.27587347837316,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person126_bacteria_599.jpeg,person126_bacteria_599.jpeg,856,592,1.445945945945946,128.95164695945945,53.47757917206599,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person35_virus_80.jpeg,person35_virus_80.jpeg,1552,1016,1.5275590551181102,127.27437038314798,70.62449116789276,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person143_bacteria_687.jpeg,person143_bacteria_687.jpeg,944,744,1.2688172043010753,89.46193417395662,47.15405226427759,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person174_bacteria_832.jpeg,person174_bacteria_832.jpeg,1365,1118,1.2209302325581395,131.1047455228135,59.68743096871159,0,237,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person152_bacteria_722.jpeg,person152_bacteria_722.jpeg,1120,648,1.728395061728395,138.40200066137567,46.08999055970452,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person136_bacteria_650.jpeg,person136_bacteria_650.jpeg,936,528,1.7727272727272727,112.75798246891996,48.280835668721885,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person108_bacteria_504.jpeg,person108_bacteria_504.jpeg,1336,1040,1.2846153846153847,141.2604840799171,64.3824914405731,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person157_bacteria_740.jpeg,person157_bacteria_740.jpeg,1152,832,1.3846153846153846,96.37639598357372,55.30970518126177,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person109_bacteria_519.jpeg,person109_bacteria_519.jpeg,1080,776,1.3917525773195876,105.620055364643,51.93409731160077,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person1613_virus_2799.jpeg,person1613_virus_2799.jpeg,1112,600,1.8533333333333333,124.61334082733813,59.510470194157925,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person81_bacteria_397.jpeg,person81_bacteria_397.jpeg,888,344,2.5813953488372094,117.45289912005028,44.52270911089198,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person14_virus_44.jpeg,person14_virus_44.jpeg,1568,1184,1.3243243243243243,58.722965970594316,25.439106297743113,0,255,L
test,PNEUMONIA,1,data\raw\chest_xray\test\PNEUMONIA\person50_virus_102.jpeg,person50_virus_102.jpeg,1280,760,1.6842105263157894,111.02034847861842,60.976894504784696,0,255,L
